NOMBRE,APELLIDO,POBLACIÓN,FECHA-NACIMIENTO,EDAD,VALORES,SALARIO
VICTOR HUGO,OSORIO,Nacimientos de madres menores de 35 años,,,,
NOUREDDINE,MOLERO,Nacimientos de madres menores de 35 años,,,,
ENRIQUE JOSE,CARREÑO,Nacimientos de madres menores de 35 años,,,,
DELFIN,OROZCO,Nacimientos de madres menores de 35 años,,,,
BEÑAT,CASTELLO,Nacimientos de madres menores de 35 años,,,,
MIMOUN,OSUNA,Nacimientos de madres menores de 35 años,,,,
JOSE RAUL,DEL CASTILLO,Nacimientos de madres menores de 35 años,,,,
ALEJANDRO JOSE,BORJA,Nacimientos de madres menores de 35 años,,,,
JESUS ALBERTO,WANG,Nacimientos de madres menores de 35 años,,,,
FAUSTO,MAESTRE,Nacimientos de madres menores de 35 años,,,,
JOSE AGUSTIN,SAN JOSE,Nacimientos de madres menores de 35 años,,,,
JOSE RICARDO,CASTAÑEDA,Nacimientos de madres menores de 35 años,,,,
LUIS FELIPE,PRATS,Nacimientos de madres menores de 35 años,,,,
NABIL,MONTESINOS,Nacimientos de madres menores de 35 años,,,,
MOHAMMAD,AHMED,Nacimientos de madres menores de 35 años,,,,
JUAN RAFAEL,CEBALLOS,Nacimientos de madres menores de 35 años,,,,
OVIDIO,MINGUEZ,Nacimientos de madres menores de 35 años,,,,
ALEJO,ZAFRA,Nacimientos de madres menores de 35 años,,,,
AMBROSIO,DEL PINO,Nacimientos de madres menores de 35 años,,,,
ADIL,PUERTAS,Nacimientos de madres menores de 35 años,,,,
ANICETO,FELIPE,Nacimientos de madres menores de 35 años,,,,
INDALECIO,BAEZA,Nacimientos de madres menores de 35 años,,,,
GABINO,VILCHEZ,Nacimientos de madres menores de 35 años,,,,
AGUSTI,CARRERAS,Nacimientos de madres menores de 35 años,,,,
JUAN CRUZ,BELLIDO,Nacimientos de madres menores de 35 años,,,,
JORGE ANTONIO,GASCON,Nacimientos de madres menores de 35 años,,,,
LUCA,OLMOS,Nacimientos de madres menores de 35 años,,,,
IONUT,PAREJA,Nacimientos de madres menores de 35 años,,,,
FERNANDO JAVIER,SEBASTIAN,Nacimientos de madres menores de 35 años,,,,
CARLOS ANDRES,LEIVA,Nacimientos de madres menores de 35 años,,,,
NOE,VIZCAINO,Nacimientos de madres menores de 35 años,,,,
ARKAITZ,URBANO,Nacimientos de madres menores de 35 años,,,,
GEORGE,LUENGO,Nacimientos de madres menores de 35 años,,,,
HUMBERTO,PERALES,Nacimientos de madres menores de 35 años,,,,
ANGEL ANTONIO,PERIS,Nacimientos de madres menores de 35 años,,,,
ANDREI,JAEN,Nacimientos de madres menores de 35 años,,,,
JON ANDER,CHAVEZ,Nacimientos de madres menores de 35 años,,,,
CARLOS JESUS,ZARAGOZA,Nacimientos de madres menores de 35 años,,,,
DIEGO JOSE,BUSTAMANTE,Nacimientos de madres menores de 35 años,,,,
SABINO,MURCIA,Nacimientos de madres menores de 35 años,,,,
LUIS JOSE,MONTORO,Nacimientos de madres menores de 35 años,,,,
HELIODORO,GAGO,Nacimientos de madres menores de 35 años,,,,
ANAS,ARCOS,Nacimientos de madres menores de 35 años,,,,
JOSE JULIO,CAMPILLO,Nacimientos de madres menores de 35 años,,,,
DESIDERIO,ALEGRE,Nacimientos de madres menores de 35 años,,,,
SILVESTRE,MOREIRA,Nacimientos de madres menores de 35 años,,,,
CESAR AUGUSTO,CASAL,Nacimientos de madres menores de 35 años,,,,
NICANOR,TEJADA,Nacimientos de madres menores de 35 años,,,,
ISMAIL,ENRIQUEZ,Nacimientos de madres menores de 35 años,,,,
ENDIKA,DE CASTRO,Nacimientos de madres menores de 35 años,,,,
MOSTAFA,CAÑAS,Nacimientos de madres menores de 35 años,,,,
THOMAS,BAÑOS,Nacimientos de madres menores de 35 años,,,,
LINO,VALERA,Nacimientos de madres menores de 35 años,,,,
ESTEVE,MONGE,Nacimientos de madres menores de 35 años,,,,
SIXTO,FUSTER,Nacimientos de madres menores de 35 años,,,,
SEVERIANO,ACEVEDO,Nacimientos de madres menores de 35 años,,,,
PETRU,VILAR,Nacimientos de madres menores de 35 años,,,,
HONORIO,LEDESMA,Nacimientos de madres menores de 35 años,,,,
CARLOS MIGUEL,NADAL,Nacimientos de madres menores de 35 años,,,,
HERMENEGILDO,SANJUAN,Nacimientos de madres menores de 35 años,,,,
JULIO ALBERTO,TEJEDOR,Nacimientos de madres menores de 35 años,,,,
HORACIO,BUSTOS,Nacimientos de madres menores de 35 años,,,,
ESTANISLAO,SOBRINO,Nacimientos de madres menores de 35 años,,,,
LANDER,SEOANE,Nacimientos de madres menores de 35 años,,,,
ANTONIO ANGEL,TELLO,Nacimientos de madres menores de 35 años,,,,
ABDELLATIF,FERRE,Nacimientos de madres menores de 35 años,,,,
FLORIAN,CAZORLA,Nacimientos de madres menores de 35 años,,,,
PABLO ANTONIO,ROCHA,Nacimientos de madres menores de 35 años,,,,
PEDRO FRANCISCO,PALLARES,Nacimientos de madres menores de 35 años,,,,
ANTOLIN,SALMERON,Nacimientos de madres menores de 35 años,,,,
ZAKARIA,SARMIENTO,Nacimientos de madres menores de 35 años,,,,
BENEDICTO,ZABALA,Nacimientos de madres menores de 35 años,,,,
RAYAN,ARMAS,Nacimientos de madres menores de 35 años,,,,
RUBEN DARIO,VERDU,Nacimientos de madres menores de 35 años,,,,
ANTONIO RAMON,JEREZ,Nacimientos de madres menores de 35 años,,,,
EUSTAQUIO,CONESA,Nacimientos de madres menores de 35 años,,,,
DAMASO,RIPOLL,Nacimientos de madres menores de 35 años,,,,
VENTURA,MARI,Nacimientos de madres menores de 35 años,,,,
JUAN ALFONSO,FERRANDO,Nacimientos de madres menores de 35 años,,,,
LUIS MARIANO,JARA,Nacimientos de madres menores de 35 años,,,,
ADRIANO,VEIGA,Nacimientos de madres menores de 35 años,,,,
ALBINO,ORELLANA,Nacimientos de madres menores de 35 años,,,,
GIOVANNI,VASQUEZ,Nacimientos de madres menores de 35 años,,,,
MHAMED,JORDAN,Nacimientos de madres menores de 35 años,,,,
COSTEL,FRAGA,Nacimientos de madres menores de 35 años,,,,
JACOB,MORO,Nacimientos de madres menores de 35 años,,,,
LEON,MAYOR,Nacimientos de madres menores de 35 años,,,,
CELEDONIO,CATALA,Nacimientos de madres menores de 35 años,,,,
MARIN,MONTIEL,Nacimientos de madres menores de 35 años,,,,
YASSIN,BAREA,Nacimientos de madres menores de 35 años,,,,
AXEL,CLIMENT,Nacimientos de madres menores de 35 años,,,,
LLORENÇ,TORTOSA,Nacimientos de madres menores de 35 años,,,,
MAX,ARTEAGA,Nacimientos de madres menores de 35 años,,,,
VLADIMIR,BARRERO,Nacimientos de madres menores de 35 años,,,,
ALESSANDRO,TABOADA,Nacimientos de madres menores de 35 años,,,,
JUAN SEBASTIAN,SAN MARTIN,Nacimientos de madres menores de 35 años,,,,
ABDELILAH,DEL CAMPO,Nacimientos de madres menores de 35 años,,,,
ABDERRAHMAN,SANDOVAL,Nacimientos de madres menores de 35 años,,,,
ANGEL JESUS,BAEZ,Nacimientos de madres menores de 35 años,,,,
VOLODYMYR,LOBO,Nacimientos de madres menores de 35 años,,,,
VICENÇ,ALMEIDA,Nacimientos de madres menores de 35 años,,,,
LUIS IGNACIO,BEJARANO,Nacimientos de madres menores de 35 años,,,,
ARTUR,AYUSO,Nacimientos de madres menores de 35 años,,,,
YOUNES,PRADA,Nacimientos de madres menores de 35 años,,,,
LEO,AMOROS,Nacimientos de madres menores de 35 años,,,,
IBRAHIMA,PADRON,Nacimientos de madres menores de 35 años,,,,
NELSON,DIEGUEZ,Nacimientos de madres menores de 35 años,,,,
CARLOS LUIS,DE LEON,Nacimientos de madres menores de 35 años,,,,
EFREN,PRADOS,Nacimientos de madres menores de 35 años,,,,
LAHCEN,ABRIL,Nacimientos de madres menores de 35 años,,,,
URKO,TAMAYO,Nacimientos de madres menores de 35 años,,,,
SALAH,PATIÑO,Nacimientos de madres menores de 35 años,,,,
ERNEST,MORON,Nacimientos de madres menores de 35 años,,,,
JOSE MARTIN,ALVARO,Nacimientos de madres menores de 35 años,,,,
EPIFANIO,BARROS,Nacimientos de madres menores de 35 años,,,,
SILVERIO,ZHANG,Nacimientos de madres menores de 35 años,,,,
NICASIO,BATISTA,Nacimientos de madres menores de 35 años,,,,
RENE,MAYA,Nacimientos de madres menores de 35 años,,,,
VICENTE JAVIER,PEÑALVER,Nacimientos de madres menores de 35 años,,,,
WILLIAM,MANSO,Nacimientos de madres menores de 35 años,,,,
FRANCISCO DAVID,INFANTE,Nacimientos de madres menores de 35 años,,,,
RAFAEL ANTONIO,ALEMAN,Nacimientos de madres menores de 35 años,,,,
GENIS,CERDA,Nacimientos de madres menores de 35 años,,,,
ARCADIO,YUSTE,Nacimientos de madres menores de 35 años,,,,
JONAS,GALERA,Nacimientos de madres menores de 35 años,,,,
OLEGARIO,MAROTO,Nacimientos de madres menores de 35 años,,,,
JOSE GREGORIO,RIBERA,Nacimientos de madres menores de 35 años,,,,
WENCESLAO,ALVES,Nacimientos de madres menores de 35 años,,,,
JULIO JOSE,ALBERT,Nacimientos de madres menores de 35 años,,,,
ARGIMIRO,BERENGUER,Nacimientos de madres menores de 35 años,,,,
BRYAN,NOGALES,Nacimientos de madres menores de 35 años,,,,
JOSE ALFREDO,MACHADO,Nacimientos de madres menores de 35 años,,,,
ANGEL FRANCISCO,MIRO,Nacimientos de madres menores de 35 años,,,,
SERVANDO,MIGUEZ,Nacimientos de madres menores de 35 años,,,,
AMADO,PINILLA,Nacimientos de madres menores de 35 años,,,,
KAMAL,MANRIQUE,Nacimientos de madres menores de 35 años,,,,
KILIAN,ECHEVERRIA,Nacimientos de madres menores de 35 años,,,,
MOURAD,PEDROSA,Nacimientos de madres menores de 35 años,,,,
CHRISTOPHER,MOTA,Nacimientos de madres menores de 35 años,,,,
GILBERTO,VILLAVERDE,Nacimientos de madres menores de 35 años,,,,
ABILIO,VIÑAS,Nacimientos de madres menores de 35 años,,,,
JUSTINO,ATIENZA,Nacimientos de madres menores de 35 años,,,,
JORGE ALBERTO,DIEGO,Nacimientos de madres menores de 35 años,,,,
DONATO,JARAMILLO,Nacimientos de madres menores de 35 años,,,,
JUAN SALVADOR,DEL OLMO,Nacimientos de madres menores de 35 años,,,,
IULIAN,SAMPEDRO,Nacimientos de madres menores de 35 años,,,,
JESUS DAVID,CANALES,Nacimientos de madres menores de 35 años,,,,
NARCIS,LUCENA,Nacimientos de madres menores de 35 años,,,,
RAFAEL ANGEL,VILLENA,Nacimientos de madres menores de 35 años,,,,
ANXO,DUEÑAS,Nacimientos de madres menores de 35 años,,,,
BALBINO,TERUEL,Nacimientos de madres menores de 35 años,,,,
TARIK,NOVOA,Nacimientos de madres menores de 35 años,,,,
JUAN DANIEL,CIFUENTES,Nacimientos de madres menores de 35 años,,,,
LLUC,MEDRANO,Nacimientos de madres menores de 35 años,,,,
MANUEL LUIS,ECHEVARRIA,Nacimientos de madres menores de 35 años,,,,
VICENTE MANUEL,RAYA,Nacimientos de madres menores de 35 años,,,,
AUREL,MANZANARES,Nacimientos de madres menores de 35 años,,,,
SORIN,ORTUÑO,Nacimientos de madres menores de 35 años,,,,
CARLOS EDUARDO,SEVILLANO,Nacimientos de madres menores de 35 años,,,,
ANDRES FELIPE,UBEDA,Nacimientos de madres menores de 35 años,,,,
FERNANDO MANUEL,ALMAGRO,Nacimientos de madres menores de 35 años,,,,
ILIE,ARES,Nacimientos de madres menores de 35 años,,,,
OLEKSANDR,CHECA,Nacimientos de madres menores de 35 años,,,,
CRESCENCIO,LUJAN,Nacimientos de madres menores de 35 años,,,,
IGNACIO JAVIER,ROBLEDO,Nacimientos de madres menores de 35 años,,,,
MIGUEL JOSE,MERCHAN,Nacimientos de madres menores de 35 años,,,,
AMANCIO,FRANCISCO,Nacimientos de madres menores de 35 años,,,,
ZACARIAS,TRIGO,Nacimientos de madres menores de 35 años,,,,
ABRAHAN,FRANCES,Nacimientos de madres menores de 35 años,,,,
JESUS FRANCISCO,ACEDO,Nacimientos de madres menores de 35 años,,,,
EDER,DE LAS HERAS,Nacimientos de madres menores de 35 años,,,,
EMIL,PERDOMO,Nacimientos de madres menores de 35 años,,,,
FARID,MEJIA,Nacimientos de madres menores de 35 años,,,,
SEBASTIA,HERMIDA,Nacimientos de madres menores de 35 años,,,,
EL HASSAN,SEGARRA,Nacimientos de madres menores de 35 años,,,,
RAFAEL JESUS,MACIA,Nacimientos de madres menores de 35 años,,,,
AYMAN,HERREROS,Nacimientos de madres menores de 35 años,,,,
JUAN JAVIER,INIESTA,Nacimientos de madres menores de 35 años,,,,
DIEGO JESUS,MORILLAS,Nacimientos de madres menores de 35 años,,,,
FRANCISCO PAULA,DE DIEGO,Nacimientos de madres menores de 35 años,,,,
OSCAR LUIS,TORRE,Nacimientos de madres menores de 35 años,,,,
REMIGIO,QUEVEDO,Nacimientos de madres menores de 35 años,,,,
FOUAD,CAPARROS,Nacimientos de madres menores de 35 años,,,,
JOSEP LLUIS,BOLAÑOS,Nacimientos de madres menores de 35 años,,,,
JOSE SALVADOR,ESPAÑA,Nacimientos de madres menores de 35 años,,,,
MANUEL RAMON,PUERTO,Nacimientos de madres menores de 35 años,,,,
JOSE PASCUAL,BALAGUER,Nacimientos de madres menores de 35 años,,,,
VICTORIO,RODRIGUES,Nacimientos de madres menores de 35 años,,,,
JONAY,MONTAÑO,Nacimientos de madres menores de 35 años,,,,
MANUEL ENRIQUE,PRAT,Nacimientos de madres menores de 35 años,,,,
JULIO ANTONIO,ESPADA,Nacimientos de madres menores de 35 años,,,,
EKAITZ,MATAS,Nacimientos de madres menores de 35 años,,,,
DIEGO FERNANDO,ZAMORANO,Nacimientos de madres menores de 35 años,,,,
WALTER,GRANADO,Nacimientos de madres menores de 35 años,,,,
AURELIANO,IBARRA,Nacimientos de madres menores de 35 años,,,,
ANTONIO CARLOS,TALAVERA,Nacimientos de madres menores de 35 años,,,,
ABDELKARIM,PUERTA,Nacimientos de madres menores de 35 años,,,,
OSCAR MANUEL,BERNABE,Nacimientos de madres menores de 35 años,,,,
RICARDO JOSE,GIRALDO,Nacimientos de madres menores de 35 años,,,,
PERFECTO,BARBERA,Nacimientos de madres menores de 35 años,,,,
CARLOS MARIA,MAYO,Nacimientos de madres menores de 35 años,,,,
LUIS JESUS,MARIÑO,Nacimientos de madres menores de 35 años,,,,
FRANCISCO GABRIEL,YE,Nacimientos de madres menores de 35 años,,,,
JORGE ENRIQUE,PINA,Nacimientos de madres menores de 35 años,,,,
BUENAVENTURA,TELLEZ,Nacimientos de madres menores de 35 años,,,,
TIMOTEO,PERAL,Nacimientos de madres menores de 35 años,,,,
UNAX,CUBERO,Nacimientos de madres menores de 35 años,,,,
JOSEP M,CORONADO,Nacimientos de madres menores de 35 años,,,,
ANTONIO JUAN,TORIBIO,Nacimientos de madres menores de 35 años,,,,
RAFAEL JOSE,TOME,Nacimientos de madres menores de 35 años,,,,
HERNAN,BERNABEU,Nacimientos de madres menores de 35 años,,,,
PATRICK,LAMAS,Nacimientos de madres menores de 35 años,,,,
VICTOR JAVIER,MONZON,Nacimientos de madres menores de 35 años,,,,
MUSTAFA,BADIA,Nacimientos de madres menores de 35 años,,,,
ANGEL MIGUEL,PEIRO,Nacimientos de madres menores de 35 años,,,,
EGOITZ,SANMARTIN,Nacimientos de madres menores de 35 años,,,,
JOSE ROBERTO,PALACIO,Nacimientos de madres menores de 35 años,,,,
ROMUALDO,MONTILLA,Nacimientos de madres menores de 35 años,,,,
CIRILO,MOLINERO,Nacimientos de madres menores de 35 años,,,,
EMMANUEL,CARRO,Nacimientos de madres menores de 35 años,,,,
ABDELKRIM,BUENDIA,Nacimientos de madres menores de 35 años,,,,
ANTONINO,ENCINAS,Nacimientos de madres menores de 35 años,,,,
IGNACIO JOSE,LLORET,Nacimientos de madres menores de 35 años,,,,
GEORGI,ARANA,Nacimientos de madres menores de 35 años,,,,
DAN,MARTORELL,Nacimientos de madres menores de 35 años,,,,
JOKIN,BOIX,Nacimientos de madres menores de 35 años,,,,
LUIS ALFREDO,MELIAN,Nacimientos de madres menores de 35 años,,,,
ABDELMAJID,XU,Nacimientos de madres menores de 35 años,,,,
MOUNIR,SAURA,Nacimientos de madres menores de 35 años,,,,
DIMAS,RODENAS,Nacimientos de madres menores de 35 años,,,,
CARLOS FRANCISCO,CAMPS,Nacimientos de madres menores de 35 años,,,,
ABDERRAHMANE,PARRILLA,Nacimientos de madres menores de 35 años,,,,
JUAN DOMINGO,COSTAS,Nacimientos de madres menores de 35 años,,,,
PABLO JESUS,VIVAS,Nacimientos de madres menores de 35 años,,,,
VASYL,CERVANTES,Nacimientos de madres menores de 35 años,,,,
FRANK,MAYORAL,Nacimientos de madres menores de 35 años,,,,
FRANCISCO VICENTE,VALDIVIA,Nacimientos de madres menores de 35 años,,,,
LAURENTINO,FIDALGO,Nacimientos de madres menores de 35 años,,,,
ALFONSO JOSE,COCA,Nacimientos de madres menores de 35 años,,,,
DOROTEO,FARIÑA,Nacimientos de madres menores de 35 años,,,,
JESUS JOSE,CUELLAR,Nacimientos de madres menores de 35 años,,,,
GIUSEPPE,HINOJOSA,Nacimientos de madres menores de 35 años,,,,
YAHYA,MARISCAL,Nacimientos de madres menores de 35 años,,,,
CARLOS DANIEL,MELENDEZ,Nacimientos de madres menores de 35 años,,,,
ADAY,PIQUERAS,Nacimientos de madres menores de 35 años,,,,
ABDOULAYE,ACUÑA,Nacimientos de madres menores de 35 años,,,,
FERNANDO JESUS,QUILES,Nacimientos de madres menores de 35 años,,,,
ABDELALI,CAÑETE,Nacimientos de madres menores de 35 años,,,,
JESUS RAMON,PEDRAZA,Nacimientos de madres menores de 35 años,,,,
MANUEL VICENTE,PLANAS,Nacimientos de madres menores de 35 años,,,,
EMETERIO,TOVAR,Euskadi,,,,
GIL,MIR,Gipuzkoa,,,,
ABDELHAK,REVUELTA,Gipuzkoa,,,,
JAMES,NARVAEZ,Gipuzkoa,,,,
ANDRIY,ZURITA,Bizkaia,,,,
GAEL,SEPULVEDA,Bizkaia,,,,
ANGEL DAVID,DE LOS SANTOS,Bizkaia,,,,
ANTHONY,LI,Álava,,,,
ACHRAF,SALES,Álava,,,,
JOSE SANTIAGO,LEMA,Álava,,,,
COSME,CARRERO,Euskadi,,,,
PABLO MANUEL,GOÑI,Euskadi,,,,
CORNEL,FUENTE,Euskadi,,,,
CATALIN,PICAZO,Gipuzkoa,,,,
MANUEL FERNANDO,GAMERO,Gipuzkoa,,,,
CARLOS DAVID,PARADA,Gipuzkoa,,,,
ENRIQUE MANUEL,DIALLO,Bizkaia,,,,
YOEL,UREÑA,Bizkaia,,,,
ABDELGHANI,RIAL,Bizkaia,,,,
FRANCESCO,CAÑADAS,Álava,,,,
JAOUAD,FRUTOS,Álava,,,,
TONI,PALAU,Álava,,,,
DIEGO MANUEL,CESPEDES,Euskadi,,,,
JESUS IGNACIO,MESTRE,Euskadi,,,,
ALVARO JOSE,PICO,Euskadi,,,,
AMALIO,SABATER,Gipuzkoa,,,,
DANIEL JESUS,ANDUJAR,Gipuzkoa,,,,
ANGEL JAVIER,GORDO,Gipuzkoa,,,,
AMABLE,TORREGROSA,Bizkaia,,,,
LUIS RAMON,SOLANA,Bizkaia,,,,
ANDRE,GIRON,Bizkaia,,,,
LUIS DAVID,CODINA,Álava,,,,
YERAI,ARNAU,Álava,,,,
BARTOMEU,QUIROGA,Álava,,,,
JESUS CARLOS,ALAMO,Euskadi,,,,
EDELMIRO,PERERA,Euskadi,,,,
ANTONIO VICENTE,NOVO,Euskadi,,,,
NIKOLAY,ROMO,Gipuzkoa,,,,
JOSE EUGENIO,AMOR,Gipuzkoa,,,,
WALID,ARELLANO,Gipuzkoa,,,,
ANTONIO RAFAEL,CARRASCOSA,Bizkaia,,,,
BELTRAN,MERA,Bizkaia,,,,
FRUCTUOSO,GUISADO,Bizkaia,,,,
IMAD,SEGUI,Álava,,,,
FRANCISCO JUAN,OLIVEIRA,Álava,,,,
JOSE JORGE,BOTELLA,Álava,,,,
FRANCISCO RAFAEL,VIERA,Euskadi,,,,
LISARDO,RUS,Euskadi,,,,
JUAN AGUSTIN,ADAN,Euskadi,,,,
JUAN ESTEBAN,RIQUELME,Gipuzkoa,,,,
PAVEL,POP,Gipuzkoa,,,,
ALEJANDRO MANUEL,VILCHES,Gipuzkoa,,,,
MANUEL ALBERTO,ANTOLIN,Bizkaia,,,,
AMIN,AMORES,Bizkaia,,,,
ALFONSO CARLOS,CALATAYUD,Bizkaia,,,,
JOSE IVAN,RIBES,Álava,,,,
LUIS VICENTE,ESPINOZA,Álava,,,,
MARCIANO,WU,Álava,,,,
MICHEL,FARRE,Euskadi,,,,
GUZMAN,VEGAS,Euskadi,,,,
MARK,REVILLA,Euskadi,,,,
CIRIACO,DE DIOS,Gipuzkoa,,,,
LUIS ALEJANDRO,PELLICER,Gipuzkoa,,,,
ABDELHAMID,NEVADO,Gipuzkoa,,,,
FERNANDO LUIS,CHICO,Bizkaia,,,,
MACARIO,TOLEDANO,Bizkaia,,,,
FACUNDO,HERRAIZ,Bizkaia,,,,
MAHAMADOU,LIU,Álava,,,,
JUAN FELIPE,HERMOSO,Álava,,,,
ANDREA,PAREJO,Álava,,,,
JOSE MARIO,CAAMAÑO,Euskadi,,,,
OUSSAMA,LABRADOR,Euskadi,,,,
ROLANDO,RAMIRO,Euskadi,,,,
LUCIAN,JIMENO,Gipuzkoa,,,,
KOLDO,NEIRA,Gipuzkoa,,,,
ANDRES JESUS,PALAZON,Gipuzkoa,,,,
JOSE GUILLERMO,ZHOU,Bizkaia,,,,
ULISES,JAIME,Bizkaia,,,,
RAFEL,SOUSA,Bizkaia,,,,
JESUS LUIS,BENAVIDES,Álava,,,,
MIGUEL MARIA,CANTOS,Álava,,,,
MANUEL CARLOS,QUERO,Álava,,,,
ALBERTO MANUEL,VACA,Euskadi,,,,
NATALIO,LORA,Euskadi,,,,
ONOFRE,ALEMANY,Euskadi,,,,
MIRCEA,TORRALBA,Gipuzkoa,,,,
HERIBERTO,NIEVES,Gipuzkoa,,,,
EVELIO,SILVESTRE,Gipuzkoa,,,,
FRANCISCO DANIEL,YAGUE,Bizkaia,,,,
JUAN MARCOS,ANTUNEZ,Bizkaia,,,,
JOAN CARLES,SEMPERE,Bizkaia,,,,
CALIXTO,BELDA,Álava,,,,
JOAN JOSEP,ELVIRA,Álava,,,,
JUAN TOMAS,CENTENO,Álava,,,,
ENRIQUE JAVIER,DEL MORAL,Euskadi,,,,
FRANCISCO ANGEL,VICO,Euskadi,,,,
SANTIAGO JOSE,COMAS,Euskadi,,,,
PABLO JAVIER,ROSELL,Gipuzkoa,,,,
JOSHUA,FONSECA,Gipuzkoa,,,,
FREDERIC,CORDON,Gipuzkoa,,,,
REYES,VERDUGO,Bizkaia,,,,
JOSE FELIPE,SACRISTAN,Bizkaia,,,,
SALUSTIANO,POPA,Bizkaia,,,,
MIQUEL ANGEL,FLOREZ,Álava,,,,
SENEN,GUARDIOLA,Álava,,,,
JOSEPH,MANSILLA,Álava,,,,
UBALDO,COLOMER,Euskadi,,,,
PAULO,GUIRADO,Euskadi,,,,
RAMON JOSE,CAPDEVILA,Euskadi,,,,
SERGIO MANUEL,POSTIGO,Gipuzkoa,,,,
JUAN MARTIN,GUEVARA,Gipuzkoa,,,,
ARIEL,HOYOS,Gipuzkoa,,,,
MIGUEL JESUS,CANTO,Bizkaia,,,,
PORFIRIO,MONTENEGRO,Bizkaia,,,,
AMAR,GALIANO,Bizkaia,,,,
DANIEL ALEJANDRO,URIARTE,Álava,,,,
OSCAR JAVIER,RIO,Álava,,,,
ABDESSAMAD,ROSELLO,Álava,,,,
FORTUNATO,FEIJOO,Euskadi,,,,
OUSMANE,SANS,Euskadi,,,,
JOSE JAIME,ARNAIZ,Euskadi,,,,
MOUSTAPHA,MEGIAS,Gipuzkoa,,,,
CRISTOFER,BERROCAL,Gipuzkoa,,,,
REGINO,CAÑIZARES,Gipuzkoa,,,,
JULIO MANUEL,PERELLO,Bizkaia,,,,
JOSE DAMIAN,CABANILLAS,Bizkaia,,,,
AMANDO,LLANOS,Bizkaia,,,,
DENNIS,FIGUERAS,Álava,,,,
DYLAN,PIÑA,Álava,,,,
JOSE DIEGO,GISBERT,Álava,,,,
AMINE,CRISTOBAL,Euskadi,,,,
LIVIU,GOMES,Euskadi,,,,
JUAN EMILIO,ESPIN,Euskadi,,,,
SOUFIANE,TRILLO,Gipuzkoa,,,,
LADISLAO,MAZA,Gipuzkoa,,,,
AIRAM,GILABERT,Gipuzkoa,,,,
ABDELHADI,AROCA,Bizkaia,,,,
BOGDAN,ALIAGA,Bizkaia,,,,
SANDRO,PORTELA,Bizkaia,,,,
KEPA,MONTEAGUDO,Álava,,,,
DANUT,CERDAN,Álava,,,,
JOSE MARIANO,CORNEJO,Álava,,,,
VIKTOR,GARRIGA,Euskadi,,,,
JOSEP ANTONI,MAÑAS,Euskadi,,,,
ROI,SAN JUAN,Euskadi,,,,
ALBERTO JESUS,CHAPARRO,Gipuzkoa,,,,
RONALD,TUDELA,Gipuzkoa,,,,
DAVID JOSE,SECO,Gipuzkoa,,,,
RUPERTO,SMITH,Bizkaia,,,,
ISIDRE,CAMPOY,Bizkaia,,,,
AMADOU,QUIÑONES,Bizkaia,,,,
GERVASIO,AMADO,Álava,,,,
ALBERTO JAVIER,GABARRI,Álava,,,,
ILIAS,REIG,Álava,,,,
ATANASIO,MESEGUER,Euskadi,,,,
TELMO,AMAT,Euskadi,,,,
NAZARIO,JULIAN,Euskadi,,,,
JOSE ESTEBAN,TORREJON,Gipuzkoa,,,,
CRUZ,MORILLA,Gipuzkoa,,,,
EL MOSTAFA,CARPIO,Gipuzkoa,,,,
NACHO,ALI,Bizkaia,,,,
DIEGO ANTONIO,TEJERA,Bizkaia,,,,
DANIEL JOSE,CAMINO,Bizkaia,,,,
JUAN FELIX,HOLGADO,Álava,,,,
CASTO,OLIVERA,Álava,,,,
MANUEL DAVID,MARTINS,Álava,,,,
YURIY,CARRANZA,Euskadi,,,,
DEREK,LIMA,Euskadi,,,,
JOSEP ORIOL,CASTELLS,Euskadi,,,,
RAYCO,MURIEL,Gipuzkoa,,,,
EULALIO,OVIEDO,Gipuzkoa,,,,
EDWIN,MERCADO,Gipuzkoa,,,,
IGNACIO MARIA,SAN MIGUEL,Bizkaia,,,,
ENZO,MATOS,Bizkaia,,,,
HENRY,BASTIDA,Bizkaia,,,,
EUGEN,VALCARCEL,Álava,,,,
GUILLERMO JOSE,MARMOL,Álava,,,,
JUAN CAMILO,ESPINO,Álava,,,,
BELARMINO,PLASENCIA,Euskadi,,,,
JESUS FERNANDO,SALDAÑA,Euskadi,,,,
JOSE LORENZO,GASPAR,Euskadi,,,,
CARLOS FERNANDO,MORERA,Gipuzkoa,,,,
EMILI,BARRIENTOS,Gipuzkoa,,,,
JOSE VICTOR,NOGUEIRA,Gipuzkoa,,,,
ANDRES MANUEL,JULIA,Bizkaia,,,,
CRISTINO,BETANCOR,Bizkaia,,,,
ALFRED,SAMPER,Bizkaia,,,,
SERGIO JOSE,CASALS,Álava,,,,
CHEIKH,CARDOSO,Álava,,,,
DAVID JESUS,GUIRAO,Álava,,,,
JOAQUIN MANUEL,PARIS,Euskadi,,,,
BORIS,ABREU,Euskadi,,,,
DIMITAR,LILLO,Euskadi,,,,
TELESFORO,MELGAR,Bizkaia,,,,
CUSTODIO,GAVILAN,Bizkaia,,,,
LARBI,BARBOSA,Bizkaia,,,,
OLEG,BENAVENTE,Álava,,,,
INOCENTE,MORATO,Álava,,,,
FRANCISCO TOMAS,FLORIDO,Álava,,,,
RAMON ANTONIO,PEREDA,Euskadi,,,,
